pondLevel,nexusInnerLevel,nexusOuterLevel,tubLevel,waterTemp,refilling,cpuTemp,cpuFreq,storageUsed,time
70,55,33,16,22.31,0,37.93,700.0,1.73,00:00:00
69,55,32,15,22.31,0,38.47,700.0,1.73,00:00:10
70,55,32,16,22.31,0,40.08,1000.0,1.73,00:00:19
70,55,33,16,22.31,0,38.47,700.0,1.73,00:00:28
70,55,33,16,22.31,0,38.47,700.0,1.73,00:00:36
70,55,32,16,22.31,0,38.47,700.0,1.73,00:00:45
70,54,33,16,22.31,0,38.47,700.0,1.73,00:00:56
70,55,33,16,22.31,0,38.47,700.0,1.73,00:01:06
70,54,32,16,22.31,0,37.93,700.0,1.73,00:01:15
70,55,32,16,22.31,0,37.93,700.0,1.73,00:01:23
70,55,33,16,22.31,0,38.47,700.0,1.73,00:01:32
70,55,33,16,22.31,0,38.47,700.0,1.73,00:01:41
70,55,33,16,22.31,0,37.93,700.0,1.73,00:01:51
70,54,33,16,22.31,0,38.47,700.0,1.73,00:02:00
70,54,33,16,22.31,0,37.93,700.0,1.73,00:02:09
70,55,32,15,22.31,0,37.93,700.0,1.73,00:02:18
70,55,33,16,22.31,0,37.93,700.0,1.73,00:02:26
70,54,33,15,22.31,0,38.47,700.0,1.73,00:02:37
70,54,33,16,22.31,0,38.47,700.0,1.73,00:02:45
70,54,33,16,22.31,0,39.01,700.0,1.73,00:02:56
70,55,33,15,22.31,0,37.93,700.0,1.73,00:03:05
70,55,32,15,22.31,0,37.93,700.0,1.73,00:03:14
70,54,33,16,22.31,0,38.47,700.0,1.73,00:03:22
69,55,33,15,22.31,0,37.93,700.0,1.73,00:03:31
70,54,33,15,22.31,0,37.93,700.0,1.73,00:03:40
70,55,33,15,22.31,0,37.93,700.0,1.73,00:03:48
70,54,32,15,22.31,0,38.47,700.0,1.73,00:03:57
70,55,33,15,22.31,0,37.93,700.0,1.73,00:04:06
70,55,33,14,22.31,0,37.93,700.0,1.73,00:04:15
70,54,33,15,22.31,0,38.47,700.0,1.73,00:04:23
70,54,32,15,22.31,0,37.93,700.0,1.73,00:04:32
71,54,33,15,22.31,0,38.47,700.0,1.73,00:04:41
70,55,32,14,22.25,0,38.47,700.0,1.73,00:04:50
