pondLevel,nexusInnerLevel,nexusOuterLevel,tubLevel,waterTemp,refilling,cpuTemp,cpuFreq,storageUsed,time
70,58,36,42,21.94,0,40.62,700.0,1.73,00:00:09
70,57,36,42,21.94,0,41.16,1000.0,1.73,00:00:18
71,58,36,42,21.94,0,40.62,700.0,1.73,00:00:28
71,58,36,42,21.94,0,40.08,700.0,1.73,00:00:37
71,58,36,42,21.94,0,40.08,700.0,1.73,00:00:45
71,58,36,42,21.94,0,40.08,700.0,1.73,00:00:54
71,58,35,42,21.94,0,40.08,700.0,1.73,00:01:03
71,58,36,42,21.94,0,40.08,700.0,1.73,00:01:11
71,58,36,42,21.94,0,40.08,700.0,1.73,00:01:20
71,58,36,42,21.94,0,39.55,700.0,1.73,00:01:29
71,58,36,42,21.94,0,40.08,700.0,1.73,00:01:37
70,58,36,42,21.94,0,40.08,700.0,1.73,00:01:46
71,58,35,42,21.94,0,40.08,700.0,1.73,00:01:55
71,57,36,42,21.94,0,40.62,700.0,1.73,00:02:05
71,57,36,42,21.94,0,40.08,700.0,1.73,00:02:14
71,57,36,42,21.94,0,40.08,700.0,1.73,00:02:22
71,58,36,42,21.88,0,40.08,700.0,1.73,00:02:31
71,57,36,39,21.94,0,40.08,700.0,1.73,00:02:40
71,58,36,42,21.94,0,40.08,700.0,1.73,00:02:48
71,57,35,42,21.94,0,40.08,700.0,1.73,00:02:57
71,57,36,42,21.94,0,40.08,700.0,1.73,00:03:06
71,58,36,42,21.88,0,40.08,700.0,1.73,00:03:14
71,58,36,42,21.94,0,40.08,700.0,1.73,00:03:25
71,58,35,42,21.94,0,40.08,700.0,1.73,00:03:33
71,58,35,42,21.94,0,40.08,700.0,1.73,00:03:42
71,58,35,42,21.94,0,40.08,700.0,1.73,00:03:51
71,58,36,42,21.94,0,40.08,700.0,1.73,00:04:01
71,58,35,42,21.94,0,40.08,700.0,1.73,00:04:10
71,58,36,42,21.94,0,40.08,700.0,1.73,00:04:18
71,57,35,42,21.94,0,40.08,700.0,1.73,00:04:29
71,57,35,42,21.94,0,40.08,700.0,1.73,00:04:37
71,57,35,42,21.94,0,40.08,700.0,1.73,00:04:46
71,58,35,42,21.94,0,40.08,700.0,1.73,00:04:55
71,57,35,42,21.94,0,39.55,700.0,1.73,00:05:03
71,57,35,42,21.94,0,40.08,700.0,1.73,00:05:12
71,58,35,42,21.94,0,40.08,700.0,1.73,00:05:21
71,57,35,42,21.94,0,40.08,700.0,1.73,00:05:29
71,57,35,42,21.94,0,40.62,700.0,1.73,00:05:41
71,57,35,42,21.94,0,40.62,700.0,1.73,00:05:52
71,57,36,42,21.88,0,40.62,700.0,1.73,00:06:00
71,57,35,42,21.94,0,40.08,700.0,1.73,00:06:09
71,57,36,42,21.94,0,40.08,700.0,1.73,00:06:18
71,58,36,42,21.94,0,40.08,700.0,1.73,00:06:28
71,57,36,42,21.94,0,40.62,700.0,1.73,00:06:38
71,57,35,42,21.88,0,40.62,700.0,1.73,00:06:49
71,57,35,42,21.94,0,40.08,700.0,1.73,00:06:57
71,57,36,42,21.94,0,40.08,700.0,1.73,00:07:06
71,57,36,42,21.88,0,39.55,700.0,1.73,00:07:15
71,57,36,42,21.88,0,40.08,700.0,1.73,00:07:23
71,58,35,42,21.94,0,40.62,700.0,1.73,00:07:35
71,57,35,42,21.88,0,40.08,700.0,1.73,00:07:44
71,57,35,42,21.94,0,40.62,700.0,1.73,00:07:53
71,58,35,42,21.94,0,40.08,700.0,1.73,00:08:01
71,58,36,42,21.88,0,40.08,1000.0,1.73,00:08:10
71,57,36,42,21.88,0,40.08,700.0,1.73,00:08:20
71,57,35,42,21.88,0,40.62,700.0,1.73,00:08:29
71,57,35,42,21.94,0,40.08,700.0,1.73,00:08:38
71,57,35,42,21.94,0,40.08,700.0,1.73,00:08:47
71,57,35,42,21.94,0,40.08,700.0,1.73,00:08:55
71,58,36,42,21.94,0,40.08,700.0,1.73,00:09:06
71,57,35,42,21.94,0,40.08,700.0,1.73,00:09:14
71,57,35,42,21.94,0,40.08,700.0,1.73,00:09:24
71,57,35,42,21.94,0,40.62,700.0,1.73,00:09:35
71,57,35,42,21.94,0,40.08,700.0,1.73,00:09:44
71,57,35,42,21.94,0,40.08,700.0,1.73,00:09:52
71,57,35,42,21.94,0,39.55,700.0,1.73,00:10:01
71,57,35,42,21.88,0,40.08,700.0,1.73,00:10:10
71,57,35,42,21.88,0,39.01,700.0,1.73,00:10:18
71,57,36,42,21.94,0,40.08,700.0,1.73,00:10:27
71,57,35,42,21.94,0,40.08,700.0,1.73,00:10:37
71,57,35,42,21.94,0,40.62,700.0,1.73,00:10:48
71,58,35,42,21.88,0,40.62,700.0,1.73,00:10:58
71,57,35,42,21.94,0,40.08,700.0,1.73,00:11:07
71,57,36,42,21.88,0,40.08,700.0,1.73,00:11:16
71,57,35,42,21.94,0,40.08,700.0,1.73,00:11:24
71,57,35,42,21.88,0,40.08,700.0,1.73,00:11:33
71,57,36,42,21.94,0,40.08,700.0,1.73,00:11:42
71,57,35,42,21.94,0,40.08,700.0,1.73,00:11:50
71,57,35,42,21.88,0,40.08,700.0,1.73,00:11:59
71,57,36,42,21.94,0,39.55,700.0,1.73,00:12:08
71,57,36,42,21.88,0,40.08,700.0,1.73,00:12:16
71,57,35,42,21.94,0,40.08,700.0,1.73,00:12:25
71,57,36,42,21.94,0,40.08,700.0,1.73,00:12:34
71,57,35,42,21.88,0,39.55,700.0,1.73,00:12:42
71,57,35,42,21.94,0,40.08,700.0,1.73,00:12:53
71,57,36,42,21.88,0,40.08,700.0,1.73,00:13:02
71,57,36,42,21.94,0,40.08,700.0,1.73,00:13:10
71,57,36,42,21.88,0,40.08,700.0,1.73,00:13:20
71,57,35,42,21.88,0,40.08,700.0,1.73,00:13:29
