pondLevel,nexusInnerLevel,nexusOuterLevel,tubLevel,waterTemp,refilling,cpuTemp,cpuFreq,storageUsed,time
71,61,38,41,19.19,0,36.32,700.0,1.68,00:00:03
71,61,38,41,19.19,0,35.78,700.0,1.68,00:00:12
71,62,38,41,19.19,0,35.78,700.0,1.68,00:00:21
71,62,39,41,19.19,0,37.93,1000.0,1.68,00:00:31
71,61,38,41,19.19,0,36.86,700.0,1.68,00:00:40
71,61,38,41,19.19,0,36.32,700.0,1.68,00:00:48
71,62,39,41,19.19,0,36.32,700.0,1.68,00:00:59
71,61,39,41,19.19,0,36.32,700.0,1.68,00:01:07
71,62,39,40,19.19,0,36.32,700.0,1.68,00:01:18
71,61,38,41,19.19,0,36.32,700.0,1.68,00:01:28
71,62,39,41,19.19,0,36.32,700.0,1.68,00:01:37
71,61,38,41,19.19,0,35.78,700.0,1.68,00:01:46
71,61,39,41,19.19,0,35.78,700.0,1.68,00:01:54
71,61,38,41,19.19,0,35.78,700.0,1.68,00:02:03
71,61,39,41,19.19,0,35.78,700.0,1.68,00:02:11
71,61,38,41,19.19,0,35.78,700.0,1.68,00:02:22
71,62,38,41,19.19,0,36.32,700.0,1.68,00:02:32
71,62,38,41,19.19,0,35.78,700.0,1.68,00:02:43
71,61,38,41,19.19,0,36.86,700.0,1.68,00:02:53
71,61,39,40,19.19,0,35.78,700.0,1.68,00:03:02
71,61,39,41,19.19,0,36.32,700.0,1.68,00:03:10
71,62,38,41,19.19,0,36.32,700.0,1.68,00:03:23
71,61,38,41,19.19,0,36.32,700.0,1.68,00:03:34
71,61,39,41,19.19,0,36.32,700.0,1.68,00:03:42
71,62,39,41,19.19,0,36.32,700.0,1.68,00:03:51
71,62,39,41,19.19,0,36.86,700.0,1.68,00:03:59
72,61,38,40,19.19,0,36.32,700.0,1.68,00:04:08
71,62,38,40,19.19,0,35.78,700.0,1.68,00:04:17
71,62,39,41,19.19,0,35.78,700.0,1.68,00:04:25
71,62,39,40,19.19,0,35.78,700.0,1.68,00:04:34
71,62,38,41,19.19,0,35.78,700.0,1.68,00:04:43
71,61,38,41,19.19,0,35.78,700.0,1.68,00:04:51
71,62,39,40,19.19,0,35.78,700.0,1.68,00:05:00
71,61,38,41,19.19,0,35.78,700.0,1.68,00:05:09
71,61,38,41,19.19,0,35.78,700.0,1.68,00:05:17
71,62,39,41,19.19,0,35.78,700.0,1.68,00:05:26
71,61,39,41,19.19,0,36.32,700.0,1.68,00:05:36
71,61,38,41,19.19,0,36.32,700.0,1.68,00:05:47
71,61,39,41,19.19,0,35.78,700.0,1.68,00:05:56
71,61,39,41,19.19,0,35.78,700.0,1.68,00:06:04
71,61,39,41,19.19,0,36.86,700.0,1.68,00:06:15
71,61,39,40,19.19,0,36.32,700.0,1.68,00:06:24
71,62,39,41,19.19,0,36.32,700.0,1.68,00:06:32
71,61,38,41,19.19,0,36.32,700.0,1.68,00:06:41
71,62,39,41,19.19,0,36.32,700.0,1.68,00:06:49
71,62,38,40,19.19,0,35.78,700.0,1.68,00:06:58
71,61,38,41,19.19,0,35.78,700.0,1.68,00:07:07
71,61,38,41,19.19,0,36.32,700.0,1.68,00:07:17
71,61,39,41,19.19,0,35.78,700.0,1.68,00:07:26
71,61,39,41,19.12,0,35.78,700.0,1.68,00:07:35
71,61,38,40,19.19,0,35.78,700.0,1.68,00:07:43
71,61,39,41,19.19,0,36.32,700.0,1.68,00:07:54
71,62,38,41,19.19,0,35.78,700.0,1.68,00:08:02
71,61,39,40,19.19,0,36.32,700.0,1.68,00:08:11
71,61,38,40,19.19,0,35.78,700.0,1.68,00:08:20
71,61,39,41,19.19,0,36.32,700.0,1.68,00:08:28
72,61,38,41,19.12,0,36.86,700.0,1.68,00:08:39
71,61,38,41,19.19,0,35.78,700.0,1.68,00:08:47
71,62,38,41,19.19,0,35.78,700.0,1.68,00:08:58
71,61,39,40,19.19,0,35.78,700.0,1.68,00:09:07
71,61,39,40,19.19,0,35.78,700.0,1.68,00:09:15
71,62,39,41,19.19,0,35.78,700.0,1.68,00:09:24
71,62,39,36,19.19,0,35.78,700.0,1.68,00:09:33
71,62,38,40,19.19,0,36.32,700.0,1.68,00:09:41
71,62,38,40,19.19,0,35.78,700.0,1.68,00:09:50
71,61,38,41,19.12,0,35.78,700.0,1.68,00:09:58
71,62,38,41,19.12,0,35.78,700.0,1.68,00:10:07
