pondLevel,nexusInnerLevel,nexusOuterLevel,tubLevel,waterTemp,refilling,cpuTemp,cpuFreq,storageUsed,time
71,55,30,42,22.19,0,41.16,1000.0,1.71,20:18:56
71,55,31,42,22.19,0,40.08,700.0,1.71,20:19:05
71,55,30,42,22.19,0,39.01,700.0,1.71,20:19:13
71,55,30,42,22.19,0,39.01,700.0,1.71,20:19:22
71,55,30,42,22.19,0,39.01,700.0,1.71,20:19:31
71,55,30,42,22.19,0,39.01,700.0,1.71,20:19:41
71,55,30,42,22.19,0,39.55,700.0,1.71,20:19:50
71,54,31,42,22.19,0,39.01,800.0,1.71,20:19:59
71,54,30,42,22.19,0,39.01,700.0,1.71,20:20:09
71,55,30,42,22.19,0,40.08,700.0,1.71,20:20:20
71,54,31,42,22.19,0,39.55,700.0,1.71,20:20:28
71,55,31,42,22.19,0,39.01,700.0,1.71,20:20:39
71,55,31,42,22.19,0,39.55,700.0,1.71,20:20:47
71,55,31,42,22.19,0,39.01,700.0,1.71,20:20:56
71,55,31,42,22.19,0,39.01,700.0,1.71,20:21:05
71,55,31,42,22.19,0,39.01,700.0,1.71,20:21:14
71,55,31,42,22.19,0,39.01,700.0,1.71,20:21:23
71,55,31,42,22.19,0,39.01,700.0,1.71,20:21:32
71,54,31,42,22.19,0,39.01,700.0,1.71,20:21:41
71,55,31,42,22.19,0,38.47,700.0,1.71,20:21:49
71,55,31,42,22.19,0,39.01,700.0,1.71,20:21:58
71,55,31,42,22.19,0,39.01,700.0,1.71,20:22:07
71,55,31,43,22.19,0,39.01,700.0,1.71,20:22:15
71,55,31,42,22.19,0,39.01,700.0,1.71,20:22:24
71,55,31,42,22.19,0,38.47,700.0,1.71,20:22:33
72,55,31,42,22.19,0,39.01,700.0,1.71,20:22:42
71,55,31,42,22.12,0,38.47,700.0,1.71,20:22:50
72,55,31,42,22.19,0,37.93,700.0,1.71,20:22:59
71,54,31,42,22.19,0,39.01,700.0,1.71,20:23:08
71,55,31,42,22.19,0,39.01,700.0,1.71,20:23:16
71,55,31,42,22.19,0,39.01,700.0,1.71,20:23:25
71,54,31,43,22.19,0,39.01,700.0,1.71,20:23:34
71,54,30,42,22.19,0,38.47,700.0,1.71,20:23:43
71,55,30,42,22.19,0,38.47,700.0,1.71,20:23:51
71,55,31,42,22.19,0,39.01,700.0,1.71,20:24:00
