pondLevel,nexusInnerLevel,nexusOuterLevel,tubLevel,waterTemp,refilling,cpuTemp,cpuFreq,storageUsed,time
72,55,33,40,20.38,0,35.78,700.0,1.74,00:00:06
72,54,33,40,20.44,0,35.78,700.0,1.74,00:00:14
72,55,33,40,20.44,0,35.78,700.0,1.74,00:00:23
72,55,33,40,20.44,0,35.78,700.0,1.74,00:00:32
72,55,33,40,20.44,0,36.32,700.0,1.74,00:00:42
72,55,33,40,20.44,0,35.78,700.0,1.74,00:00:53
72,54,33,40,20.44,0,35.78,700.0,1.74,00:01:01
72,54,30,40,20.44,0,35.78,700.0,1.74,00:01:10
72,54,33,40,20.44,0,35.78,700.0,1.74,00:01:19
72,55,33,40,20.44,0,35.78,700.0,1.74,00:01:28
72,54,33,40,20.44,0,35.78,700.0,1.74,00:01:36
72,54,33,40,20.44,0,35.24,700.0,1.74,00:01:45
72,55,33,40,20.44,0,35.78,700.0,1.74,00:01:54
72,54,33,40,20.44,0,35.78,700.0,1.74,00:02:02
72,54,33,40,20.44,0,35.24,700.0,1.74,00:02:11
72,55,33,40,20.44,0,35.78,700.0,1.74,00:02:20
72,54,33,40,20.44,0,35.78,700.0,1.74,00:02:29
73,55,33,39,20.38,0,35.24,700.0,1.74,00:02:37
72,54,33,40,20.44,0,35.24,700.0,1.74,00:02:46
72,54,33,40,20.44,0,35.78,700.0,1.74,00:02:55
72,54,33,40,20.44,0,35.78,700.0,1.74,00:03:04
72,54,33,40,20.38,0,35.78,700.0,1.74,00:03:12
72,54,33,39,20.44,0,35.78,700.0,1.74,00:03:21
72,55,33,40,20.44,0,35.24,700.0,1.74,00:03:30
73,55,33,40,20.44,0,35.78,700.0,1.74,00:03:38
72,54,33,40,20.44,0,35.78,700.0,1.74,00:03:47
72,54,33,40,20.38,0,35.24,700.0,1.74,00:03:56
72,54,33,39,20.44,0,35.78,700.0,1.74,00:04:06
72,54,33,40,20.44,0,35.78,700.0,1.74,00:04:15
72,54,33,40,20.44,0,35.24,700.0,1.74,00:04:24
72,54,33,40,20.44,0,35.24,700.0,1.74,00:04:32
72,54,33,40,20.44,0,35.24,700.0,1.74,00:04:41
72,54,33,40,20.44,0,35.24,700.0,1.74,00:04:50
72,54,33,40,20.38,0,35.24,700.0,1.74,00:04:59
72,54,33,40,20.38,0,34.7,700.0,1.74,00:05:07
72,54,33,40,20.44,0,35.78,700.0,1.74,00:05:18
73,55,33,40,20.38,0,35.24,700.0,1.74,00:05:27
72,55,33,40,20.38,0,35.24,700.0,1.74,00:05:35
72,55,33,40,20.38,0,34.7,700.0,1.74,00:05:44
72,54,33,40,20.44,0,35.24,700.0,1.74,00:05:53
72,54,33,40,20.44,0,35.78,700.0,1.74,00:06:02
72,54,33,39,20.38,0,35.24,700.0,1.74,00:06:10
72,54,33,40,20.38,0,35.78,700.0,1.74,00:06:19
72,54,33,40,20.38,0,35.78,700.0,1.74,00:06:28
72,54,33,40,20.38,0,35.78,700.0,1.74,00:06:36
