pondLevel,nexusInnerLevel,nexusOuterLevel,tubLevel,waterTemp,waterState,cpuTemp,cpuFreq,storageUsed,time
70,55,37,31,20.88,-1,37.93,700.0,2.04,00:00:04
70,56,37,32,20.88,-1,38.47,700.0,2.04,00:00:13
71,56,37,32,20.88,-1,37.93,700.0,2.04,00:00:22
71,56,38,32,20.88,0,39.01,700.0,2.04,00:00:30
70,56,38,33,20.88,0,38.47,700.0,2.04,00:00:39
70,57,38,33,20.88,-1,38.47,700.0,2.04,00:00:49
70,56,39,34,20.88,-1,38.47,700.0,2.04,00:00:58
71,57,39,34,20.88,-1,38.47,700.0,2.04,00:01:07
71,57,39,34,20.88,0,37.93,700.0,2.04,00:01:16
70,58,40,34,20.88,0,38.47,700.0,2.04,00:01:26
70,58,39,35,20.88,-1,37.93,700.0,2.04,00:01:35
70,57,39,36,20.88,-1,38.47,700.0,2.04,00:01:43
70,57,38,36,20.88,-1,38.47,700.0,2.04,00:01:52
70,57,37,36,20.88,-1,37.93,700.0,2.04,00:02:01
70,56,37,36,20.88,-1,38.47,700.0,2.04,00:02:09
70,55,37,37,20.88,-1,38.47,700.0,2.04,00:02:18
70,54,37,37,20.88,-1,38.47,700.0,2.04,00:02:27
70,54,35,38,20.88,-1,38.47,700.0,2.04,00:02:36
70,54,36,38,20.88,-1,38.47,700.0,2.04,00:02:44
70,54,36,38,20.88,-1,37.93,700.0,2.04,00:02:53
70,55,36,39,20.88,-1,38.47,700.0,2.04,00:03:03
70,55,37,39,20.88,-1,38.47,700.0,2.04,00:03:14
70,55,38,40,20.88,-1,37.93,700.0,2.04,00:03:22
70,56,37,39,20.88,-1,39.01,700.0,2.04,00:03:33
69,56,38,39,20.88,-1,38.47,700.0,2.04,00:03:41
70,56,38,39,20.88,-1,38.47,700.0,2.04,00:03:50
69,56,38,38,20.88,-1,38.47,700.0,2.04,00:03:59
69,57,39,38,20.88,-1,39.01,700.0,2.04,00:04:09
69,57,39,38,20.88,-1,39.01,700.0,2.04,00:04:20
69,58,39,38,20.88,-1,39.01,700.0,2.04,00:04:29
70,58,39,37,20.88,-1,39.01,700.0,2.04,00:04:39
70,58,40,38,20.88,-1,38.47,700.0,2.04,00:04:50
70,58,39,37,20.88,-1,38.47,700.0,2.04,00:04:58
70,58,39,37,20.88,-1,38.47,700.0,2.04,00:05:07
