pondLevel,nexusInnerLevel,nexusOuterLevel,tubLevel,waterTemp,refilling,cpuTemp,cpuFreq,storageUsed,time
73,64,38,40,0,0,30.4,800.0,1.62,00:00:03
73,64,38,40,0,0,30.94,700.0,1.62,00:00:12
73,64,38,40,0,0,30.4,700.0,1.62,00:00:18
73,64,37,40,0,0,29.32,700.0,1.62,00:00:25
73,64,38,40,0,0,31.48,1000.0,1.62,00:00:32
73,64,37,40,0,0,30.4,700.0,1.62,00:00:41
73,64,37,40,0,0,29.86,700.0,1.62,00:00:50
73,64,37,40,0,0,30.4,700.0,1.62,00:00:59
73,64,37,40,0,0,29.86,700.0,1.62,00:01:06
74,64,38,40,0,0,30.4,700.0,1.62,00:01:18
73,64,38,40,0,0,30.4,700.0,1.62,00:01:25
73,64,38,40,0,0,29.86,700.0,1.62,00:01:33
73,64,37,40,0,0,29.86,700.0,1.62,00:01:42
73,64,37,40,0,0,30.4,700.0,1.62,00:01:51
73,64,37,40,0,0,29.86,700.0,1.62,00:01:58
73,64,38,40,0,0,29.86,700.0,1.62,00:02:04
73,64,38,40,0,0,30.4,700.0,1.62,00:02:11
73,64,37,40,0,0,30.4,700.0,1.62,00:02:20
73,64,37,40,0,0,30.4,800.0,1.62,00:02:27
73,64,38,40,0,0,30.94,700.0,1.62,00:02:38
73,63,37,40,0,0,30.94,700.0,1.62,00:02:48
73,64,38,40,0,0,31.48,800.0,1.62,00:02:55
73,64,38,40,0,0,30.4,700.0,1.62,00:03:04
73,64,37,40,0,0,30.4,700.0,1.62,00:03:11
73,64,37,40,0,0,30.4,700.0,1.62,00:03:17
73,64,38,40,0,0,30.94,700.0,1.62,00:03:26
73,64,38,41,0,0,30.4,800.0,1.62,00:03:33
73,64,38,41,0,0,31.48,700.0,1.62,00:03:44
73,64,38,40,0,0,30.4,700.0,1.62,00:03:54
73,64,38,40,0,0,30.94,700.0,1.62,00:04:03
73,64,38,40,0,0,30.4,700.0,1.62,00:04:10
73,64,38,40,0,0,29.86,700.0,1.62,00:04:17
73,64,38,40,0,0,30.94,800.0,1.62,00:04:25
73,64,38,40,0,0,30.4,700.0,1.62,00:04:34
73,64,38,40,0,0,30.4,700.0,1.62,00:04:41
73,63,38,40,0,0,29.86,700.0,1.62,00:04:48
