pondLevel,nexusInnerLevel,nexusOuterLevel,tubLevel,waterTemp,refilling,cpuTemp,cpuFreq,storageUsed,time
71,52,22,42,21.81,0,37.39,700.0,1.71,00:00:07
71,52,22,42,21.81,0,37.39,700.0,1.71,00:00:16
71,53,22,42,21.81,0,38.47,700.0,1.71,00:00:26
71,52,22,42,21.81,0,37.93,700.0,1.71,00:00:35
71,52,22,42,21.81,0,37.93,700.0,1.71,00:00:44
71,53,22,43,21.81,0,37.93,700.0,1.71,00:00:52
71,53,22,42,21.81,0,37.93,700.0,1.71,00:01:01
71,52,22,42,21.81,0,37.93,700.0,1.71,00:01:10
71,53,22,42,21.81,0,37.93,700.0,1.71,00:01:19
71,53,22,42,21.81,0,37.93,700.0,1.71,00:01:29
71,52,22,42,21.81,0,37.93,700.0,1.71,00:01:38
71,52,22,42,21.81,0,37.93,700.0,1.71,00:01:46
71,53,22,42,21.81,0,37.93,700.0,1.71,00:01:55
71,52,22,42,21.81,0,37.39,700.0,1.71,00:02:04
71,52,22,42,21.81,0,37.39,700.0,1.71,00:02:12
71,53,22,42,21.81,0,37.39,700.0,1.71,00:02:21
71,52,22,42,21.81,0,37.39,700.0,1.71,00:02:30
71,52,22,42,21.81,0,38.47,700.0,1.71,00:02:40
71,53,22,42,21.81,0,37.93,700.0,1.71,00:02:49
71,53,22,42,21.81,0,37.93,700.0,1.71,00:02:58
71,52,22,42,21.81,0,37.93,700.0,1.71,00:03:07
71,52,22,42,21.81,0,36.86,700.0,1.71,00:03:15
71,52,22,42,21.81,0,37.39,700.0,1.71,00:03:24
71,52,21,42,21.81,0,37.39,700.0,1.71,00:03:33
71,52,21,42,21.81,0,37.93,700.0,1.71,00:03:43
71,53,21,42,21.81,0,37.93,700.0,1.71,00:03:52
71,52,22,42,21.81,0,37.93,700.0,1.71,00:04:02
71,53,21,42,21.81,0,37.93,700.0,1.71,00:04:11
72,53,21,42,21.81,0,37.39,700.0,1.71,00:04:20
71,53,21,42,21.81,0,37.39,700.0,1.71,00:04:28
71,52,22,42,21.81,0,37.93,700.0,1.71,00:04:37
71,53,22,42,21.81,0,37.93,700.0,1.71,00:04:46
71,52,22,42,21.81,0,37.39,700.0,1.71,00:04:55
71,52,21,42,21.81,0,37.93,700.0,1.71,00:05:03
71,52,21,42,21.81,0,37.93,700.0,1.71,00:05:12
71,52,21,42,21.81,0,37.39,700.0,1.71,00:05:21
71,52,21,42,21.81,0,37.93,700.0,1.71,00:05:30
71,52,21,42,21.81,0,37.39,700.0,1.71,00:05:38
71,52,21,42,21.81,0,37.93,700.0,1.71,00:05:47
71,52,21,42,21.81,0,37.93,700.0,1.71,00:05:56
71,53,21,42,21.81,0,37.93,700.0,1.71,00:06:04
71,52,21,42,21.81,0,37.39,700.0,1.71,00:06:13
71,52,21,42,21.81,0,37.39,700.0,1.71,00:06:22
71,52,21,42,21.81,0,37.39,700.0,1.71,00:06:31
71,53,21,42,21.81,0,37.93,700.0,1.71,00:06:39
71,52,21,42,21.81,0,37.39,700.0,1.71,00:06:48
71,52,21,42,21.81,0,37.93,700.0,1.71,00:06:57
72,52,22,42,21.81,0,37.93,700.0,1.71,00:07:05
71,52,22,42,21.81,0,36.86,700.0,1.71,00:07:14
71,52,21,42,21.81,0,37.93,700.0,1.71,00:07:23
71,52,21,42,21.81,0,36.86,700.0,1.71,00:07:32
71,53,21,42,21.81,0,37.39,700.0,1.71,00:07:40
71,52,21,42,21.81,0,37.39,700.0,1.71,00:07:49
71,53,21,42,21.81,0,37.39,700.0,1.71,00:07:58
71,53,21,42,21.81,0,37.93,700.0,1.71,00:08:08
71,52,20,42,21.81,0,37.93,700.0,1.71,00:08:17
71,53,20,42,21.81,0,37.93,700.0,1.71,00:08:26
71,53,20,42,21.81,0,37.93,700.0,1.71,00:08:34
71,53,21,42,21.81,0,37.39,700.0,1.71,00:08:45
71,53,20,42,21.81,0,37.93,700.0,1.71,00:08:53
71,53,21,42,21.81,0,37.39,700.0,1.71,00:09:02
71,53,21,42,21.81,0,38.47,700.0,1.71,00:09:13
71,52,21,42,21.81,0,37.39,700.0,1.71,00:09:21
71,52,21,43,21.81,0,37.39,700.0,1.71,00:09:30
71,52,21,42,21.81,0,37.93,700.0,1.71,00:09:39
71,52,21,42,21.81,0,37.39,700.0,1.71,00:09:48
71,52,20,42,21.81,0,37.93,700.0,1.71,00:09:58
71,52,20,42,21.81,0,37.93,700.0,1.71,00:10:07
71,52,20,42,21.81,0,37.93,700.0,1.71,00:10:15
71,52,21,42,21.81,0,37.93,700.0,1.71,00:10:24
71,53,20,42,21.81,0,37.93,700.0,1.71,00:10:33
71,52,20,42,21.81,0,37.93,700.0,1.71,00:10:42
71,52,20,42,21.81,0,37.93,700.0,1.71,00:10:52
71,52,20,42,21.81,0,38.47,700.0,1.71,00:11:01
71,53,20,42,21.81,0,37.93,700.0,1.71,00:11:09
71,53,20,42,21.81,0,37.93,700.0,1.71,00:11:18
71,53,20,42,21.81,0,37.93,700.0,1.71,00:11:27
71,53,20,42,21.75,0,37.39,700.0,1.71,00:11:36
71,52,20,42,21.81,0,37.93,700.0,1.71,00:11:44
71,52,21,42,21.81,0,37.93,700.0,1.71,00:11:53
71,53,20,42,21.81,0,37.93,700.0,1.71,00:12:02
71,53,20,42,21.81,0,37.39,800.0,1.71,00:12:10
71,53,20,42,21.81,0,37.39,700.0,1.71,00:12:19
71,52,19,42,21.81,0,37.93,700.0,1.71,00:12:28
71,52,20,42,21.81,0,37.39,700.0,1.71,00:12:37
71,52,19,42,21.81,0,37.39,700.0,1.71,00:12:45
71,53,19,42,21.81,0,37.39,700.0,1.71,00:12:54
71,52,19,42,21.81,0,37.39,700.0,1.71,00:13:03
71,52,20,42,21.81,0,37.39,700.0,1.71,00:13:11
71,52,19,42,21.81,0,37.93,700.0,1.71,00:13:20
71,52,19,42,21.81,0,36.86,700.0,1.71,00:13:29
71,52,19,43,21.81,0,37.39,700.0,1.71,00:13:38
71,52,19,42,21.81,0,37.39,700.0,1.71,00:13:46
71,53,20,42,21.81,0,37.93,700.0,1.71,00:13:57
71,53,20,42,21.81,0,37.93,700.0,1.71,00:14:07
71,52,20,42,21.81,0,37.93,700.0,1.71,00:14:16
71,52,20,42,21.81,0,37.39,700.0,1.71,00:14:25
71,53,20,42,21.81,0,37.93,700.0,1.71,00:14:35
71,53,19,42,21.81,0,37.93,700.0,1.71,00:14:44
71,52,20,42,21.81,0,37.93,700.0,1.71,00:14:53
71,53,19,42,21.81,0,37.93,700.0,1.71,00:15:01
71,53,19,42,21.81,0,37.93,700.0,1.71,00:15:12
71,52,19,42,21.81,0,37.93,700.0,1.71,00:15:21
71,52,19,42,21.81,0,37.39,700.0,1.71,00:15:29
71,52,19,42,21.81,0,37.93,700.0,1.71,00:15:38
71,52,19,42,21.75,0,37.93,700.0,1.71,00:15:47
71,52,19,42,21.81,0,37.93,700.0,1.71,00:15:55
71,53,19,42,21.81,0,37.39,700.0,1.71,00:16:04
71,52,19,42,21.75,0,37.93,700.0,1.71,00:16:13
72,52,19,42,21.81,0,37.39,700.0,1.71,00:16:22
71,53,19,42,21.81,0,37.93,700.0,1.71,00:16:30
71,53,19,42,21.75,0,36.86,700.0,1.71,00:16:39
71,53,19,42,21.81,0,37.93,700.0,1.71,00:16:49
71,53,20,42,21.81,0,37.93,700.0,1.71,00:16:58
