pondLevel,nexusInnerLevel,nexusOuterLevel,tubLevel,waterTemp,refilling,cpuTemp,cpuFreq,storageUsed,time
71,62,38,40,18.31,0,30.4,700.0,1.67,00:00:04
72,61,38,39,18.31,0,30.94,700.0,1.67,00:00:12
71,62,38,40,18.31,0,30.94,700.0,1.67,00:00:21
72,62,38,40,18.31,0,31.48,1000.0,1.67,00:00:30
72,62,38,40,18.31,0,31.48,700.0,1.67,00:00:38
72,62,38,40,18.31,0,31.48,700.0,1.67,00:00:47
71,62,38,40,18.31,0,30.94,700.0,1.67,00:00:56
72,62,38,40,18.31,0,31.48,700.0,1.67,00:01:04
71,61,38,39,18.31,0,31.48,700.0,1.67,00:01:13
72,61,38,40,18.31,0,30.4,700.0,1.67,00:01:22
72,62,38,40,18.31,0,30.4,700.0,1.67,00:01:30
71,62,38,40,18.31,0,30.94,700.0,1.67,00:01:39
72,62,37,39,18.31,0,31.48,700.0,1.67,00:01:49
72,62,37,40,18.31,0,30.94,700.0,1.67,00:01:58
72,62,38,40,18.31,0,31.48,1000.0,1.67,00:02:07
72,61,37,40,18.31,0,30.94,700.0,1.67,00:02:15
72,61,38,40,18.31,0,30.4,700.0,1.67,00:02:24
71,61,38,40,18.31,0,30.4,700.0,1.67,00:02:33
71,62,38,40,18.31,0,30.94,700.0,1.67,00:02:41
71,61,37,40,18.31,0,30.4,700.0,1.67,00:02:50
72,62,38,40,18.31,0,30.4,700.0,1.67,00:02:59
72,61,38,40,18.31,0,30.4,700.0,1.67,00:03:07
72,61,38,39,18.31,0,30.4,700.0,1.67,00:03:16
72,62,38,39,18.31,0,31.48,700.0,1.67,00:03:25
72,61,38,40,18.31,0,30.4,700.0,1.67,00:03:33
72,61,38,40,18.31,0,30.94,700.0,1.67,00:03:42
72,62,38,40,18.31,0,31.48,700.0,1.67,00:03:51
71,62,38,40,18.31,0,31.48,700.0,1.67,00:04:01
72,62,37,40,18.31,0,31.48,700.0,1.67,00:04:10
72,61,38,40,18.31,0,30.94,700.0,1.67,00:04:18
72,62,38,40,18.31,0,31.48,700.0,1.67,00:04:27
72,62,38,40,18.31,0,31.48,700.0,1.67,00:04:35
72,62,38,40,18.31,0,31.48,700.0,1.67,00:04:46
72,62,37,40,18.31,0,30.94,700.0,1.67,00:04:55
71,62,37,40,18.31,0,30.94,700.0,1.67,00:05:03
72,62,38,40,18.31,0,31.48,700.0,1.67,00:05:14
72,62,38,40,18.31,0,30.4,700.0,1.67,00:05:22
72,62,38,40,18.31,0,30.4,700.0,1.67,00:05:31
72,62,37,40,18.31,0,30.94,700.0,1.67,00:05:40
71,62,38,40,18.31,0,30.94,700.0,1.67,00:05:48
72,61,38,40,18.31,0,30.94,700.0,1.67,00:05:57
72,62,38,40,18.31,0,31.48,700.0,1.67,00:06:06
71,62,38,40,18.31,0,30.94,700.0,1.67,00:06:14
71,61,37,40,18.31,0,30.4,700.0,1.67,00:06:23
72,61,37,40,18.31,0,30.4,700.0,1.67,00:06:32
72,61,37,40,18.31,0,30.4,700.0,1.67,00:06:40
71,62,37,40,18.31,0,30.4,700.0,1.67,00:06:49
72,62,37,40,18.31,0,30.4,700.0,1.67,00:06:58
72,62,37,40,18.31,0,30.94,700.0,1.67,00:07:06
72,62,38,40,18.31,0,30.4,700.0,1.67,00:07:15
71,62,38,40,18.31,0,30.4,700.0,1.67,00:07:24
72,62,38,40,18.31,0,30.94,700.0,1.67,00:07:32
71,62,38,40,18.31,0,31.48,700.0,1.67,00:07:43
72,62,38,40,18.31,0,30.94,700.0,1.67,00:07:51
72,62,37,40,18.31,0,30.94,700.0,1.67,00:08:00
71,62,37,40,18.31,0,31.48,700.0,1.67,00:08:09
71,62,38,40,18.31,0,30.94,700.0,1.67,00:08:18
72,62,37,39,18.31,0,30.94,700.0,1.67,00:08:26
72,62,38,40,18.31,0,31.48,700.0,1.67,00:08:35
71,62,38,40,18.31,0,30.94,700.0,1.67,00:08:44
71,62,38,39,18.31,0,31.48,700.0,1.67,00:08:52
71,62,37,40,18.31,0,30.94,700.0,1.67,00:09:03
71,62,37,40,18.31,0,31.48,700.0,1.67,00:09:11
72,62,38,40,18.31,0,31.48,700.0,1.67,00:09:20
71,62,38,40,18.31,0,30.94,700.0,1.67,00:09:29
71,62,37,40,18.31,0,30.94,700.0,1.67,00:09:37
71,62,38,40,18.31,0,31.48,700.0,1.67,00:09:46
71,62,38,40,18.25,0,31.48,1000.0,1.67,00:09:55
72,62,38,40,18.31,0,30.94,700.0,1.67,00:10:03
72,62,38,40,18.31,0,31.48,700.0,1.67,00:10:12
72,62,38,40,18.31,0,30.94,700.0,1.67,00:10:20
72,62,38,40,18.31,0,30.4,700.0,1.67,00:10:29
72,62,38,40,18.31,0,30.4,700.0,1.67,00:10:38
71,62,38,40,18.25,0,30.94,700.0,1.67,00:10:46
72,62,38,40,18.25,0,30.4,700.0,1.67,00:10:55
72,62,38,40,18.31,0,30.94,700.0,1.67,00:11:04
72,62,38,40,18.31,0,30.4,700.0,1.67,00:11:12
72,61,37,40,18.31,0,30.4,700.0,1.67,00:11:23
72,61,37,40,18.25,0,30.4,700.0,1.67,00:11:31
72,62,38,40,18.31,0,30.4,700.0,1.67,00:11:40
72,62,38,40,18.25,0,30.4,700.0,1.67,00:11:48
