pondLevel,nexusInnerLevel,nexusOuterLevel,tubLevel,waterTemp,waterState,cpuTemp,cpuFreq,storageUsed,time
68,51,26,42,19.5,0,35.24,700.0,1.94,00:00:01
68,51,26,42,19.56,0,35.78,700.0,1.94,00:00:09
68,51,26,42,19.56,0,35.78,700.0,1.94,00:00:20
68,51,26,42,19.56,0,35.78,700.0,1.94,00:00:29
68,51,27,43,19.56,0,36.86,700.0,1.94,00:00:37
68,51,26,42,19.56,0,36.32,700.0,1.94,00:00:46
68,51,26,42,19.56,0,35.78,700.0,1.94,00:00:55
67,51,27,42,19.56,0,35.78,700.0,1.94,00:01:04
68,51,27,42,19.56,0,35.78,700.0,1.94,00:01:12
68,51,27,42,19.56,0,35.78,700.0,1.94,00:01:21
68,51,26,42,19.56,0,35.78,700.0,1.94,00:01:30
68,51,26,43,19.56,0,35.78,700.0,1.94,00:01:38
68,51,26,42,19.56,0,36.32,700.0,1.94,00:01:49
68,51,26,42,19.56,0,35.78,700.0,1.94,00:01:58
68,51,27,42,19.56,0,35.78,700.0,1.94,00:02:06
68,51,26,43,19.56,0,35.78,700.0,1.94,00:02:15
68,51,26,43,19.56,0,36.32,700.0,1.94,00:02:24
68,51,26,42,19.5,0,35.78,700.0,1.94,00:02:33
68,51,27,42,19.56,0,35.78,700.0,1.94,00:02:41
68,51,26,41,19.56,0,35.78,700.0,1.94,00:02:50
68,51,27,42,19.56,0,35.78,700.0,1.94,00:02:59
68,51,26,42,19.5,0,35.78,700.0,1.94,00:03:08
68,51,26,42,19.5,0,35.78,700.0,1.94,00:03:16
68,51,26,42,19.56,0,35.78,700.0,1.94,00:03:25
68,51,27,42,19.5,0,35.78,700.0,1.94,00:03:35
68,51,26,42,19.56,0,36.32,700.0,1.94,00:03:47
68,51,26,43,19.56,0,35.78,700.0,1.94,00:03:56
68,51,26,42,19.5,0,35.78,700.0,1.94,00:04:05
68,51,26,42,19.56,0,35.78,700.0,1.94,00:04:14
68,51,26,42,19.56,0,35.78,700.0,1.94,00:04:22
68,51,26,42,19.5,0,35.24,700.0,1.94,00:04:31
68,51,26,42,19.56,0,35.78,700.0,1.94,00:04:41
68,51,26,42,19.56,0,35.78,700.0,1.94,00:04:50
68,51,26,43,19.5,0,35.78,700.0,1.94,00:04:59
68,51,26,42,19.56,0,35.78,700.0,1.94,00:05:08
68,51,25,42,19.56,0,35.78,700.0,1.94,00:05:16
68,50,26,42,19.56,0,36.32,700.0,1.94,00:05:25
68,51,27,42,19.5,0,36.32,700.0,1.94,00:05:34
68,51,26,42,19.5,0,35.78,700.0,1.94,00:05:42
68,51,27,42,19.56,0,35.78,700.0,1.94,00:05:51
67,51,26,42,19.5,0,36.32,700.0,1.94,00:06:00
67,51,26,42,19.5,0,35.24,700.0,1.94,00:06:09
67,51,26,42,19.5,0,35.78,700.0,1.94,00:06:19
67,50,26,43,19.56,0,36.32,700.0,1.94,00:06:29
67,51,26,42,19.56,0,35.78,700.0,1.94,00:06:38
67,51,27,42,19.5,0,36.32,700.0,1.94,00:06:49
67,51,26,42,19.56,0,35.78,700.0,1.94,00:06:57
67,51,27,42,19.5,0,35.78,700.0,1.94,00:07:06
67,51,27,42,19.56,0,35.78,700.0,1.94,00:07:15
67,51,27,42,19.5,0,36.32,700.0,1.94,00:07:23
67,51,27,42,19.56,0,35.78,700.0,1.94,00:07:34
67,51,26,42,19.5,0,35.78,700.0,1.94,00:07:42
67,51,26,42,19.5,0,35.78,700.0,1.94,00:07:51
68,51,26,42,19.56,0,35.78,700.0,1.94,00:08:00
68,51,27,43,19.56,0,35.78,700.0,1.94,00:08:09
67,51,26,42,19.5,0,35.78,700.0,1.94,00:08:17
68,51,27,42,19.5,0,35.78,700.0,1.94,00:08:26
67,51,26,42,19.56,0,35.78,700.0,1.94,00:08:35
67,51,27,42,19.5,0,35.24,700.0,1.94,00:08:43
67,51,28,42,19.5,0,35.78,700.0,1.94,00:08:52
67,51,27,42,19.5,0,35.78,700.0,1.94,00:09:01
67,51,29,42,19.5,0,35.78,700.0,1.94,00:09:10
