pondLevel,nexusInnerLevel,nexusOuterLevel,tubLevel,waterTemp,waterState,cpuTemp,cpuFreq,storageUsed,time
72,56,36,33,20.81,0,39.01,700.0,2.04,00:00:06
72,55,36,34,20.81,0,39.01,700.0,2.04,00:00:15
72,56,36,34,20.81,0,39.01,700.0,2.04,00:00:25
72,55,36,34,20.81,0,39.55,700.0,2.04,00:00:35
72,55,37,34,20.81,0,40.08,700.0,2.04,00:00:46
72,56,36,33,20.81,0,39.01,700.0,2.04,00:00:55
72,56,36,34,20.81,0,40.08,700.0,2.04,00:01:03
72,55,36,33,20.81,0,40.08,700.0,2.04,00:01:12
72,56,36,34,20.81,0,39.55,700.0,2.04,00:01:21
72,55,36,34,20.81,0,40.08,700.0,2.04,00:01:31
72,55,36,34,20.81,0,39.01,700.0,2.04,00:01:40
72,56,36,33,20.81,0,40.08,700.0,2.04,00:01:52
72,56,36,33,20.81,0,39.01,700.0,2.04,00:02:01
72,55,36,33,20.81,0,40.08,700.0,2.04,00:02:10
72,56,40,34,20.81,0,39.01,700.0,2.04,00:02:18
72,56,37,33,20.81,0,38.47,700.0,2.04,00:02:27
72,56,36,33,20.81,0,39.55,700.0,2.04,00:02:36
72,56,36,33,20.81,0,39.55,700.0,2.04,00:02:46
72,56,37,30,20.81,0,39.55,700.0,2.04,00:02:55
72,56,36,33,20.81,0,40.08,700.0,2.04,00:03:04
72,56,36,33,20.81,0,39.55,700.0,2.04,00:03:12
72,56,36,33,20.81,0,39.55,700.0,2.04,00:03:21
71,56,36,33,20.81,0,39.01,700.0,2.04,00:03:30
72,56,36,33,20.81,0,39.01,700.0,2.04,00:03:38
72,56,36,33,20.81,0,39.55,700.0,2.04,00:03:47
72,56,36,33,20.81,0,39.55,700.0,2.04,00:03:56
72,56,36,33,20.81,0,39.55,700.0,2.04,00:04:05
72,56,36,33,20.81,0,38.47,700.0,2.04,00:04:13
72,56,36,33,20.81,0,39.01,700.0,2.04,00:04:22
72,56,36,34,20.81,0,39.55,700.0,2.04,00:04:31
72,56,36,33,20.81,0,39.55,700.0,2.04,00:04:39
72,55,36,34,20.81,0,39.01,700.0,2.04,00:04:48
72,55,36,33,20.81,0,38.47,700.0,2.04,00:04:57
72,56,36,33,20.81,0,39.01,700.0,2.04,00:05:06
